State.Abb	State	Year	Geography	pop_mi	r_gdp	pc_rgdp	m_gdp	coal	petro	gas	resid	comm	indust	electric	transport	pc_CO2	PVG	Party	cdays	hdays	m_cdd	m_hdd	senate	house	lcv	m_lcv	price	m_price	expend	m_expend	LandArea	pdensity	mp_density	coal_con	petro_con	gas_con	energy_con	pc_energy	pc_coal	pc_petro	pc_gas	pc_comm	pc_res	pc_ind	pc_elec	pc_trans	pc_coal_con	pc_petro_con	pc_gas_con	in_class	HDD	CDD	HL_Price	HL_Expend	HL_LCV	HL_density
TX	Texas	1997	Coastal	19.74	870724	44109	41476.18	144.7	286.2	218.9	13.6	13.2	245.9	206.2	170.9	32.9	-5.321246764	Rep	2518	2151	990.12	5472.02	0	30	30	88.7	6.9	9.0624	2975.6	2183.80196078431	261232	75.5650150058186	178.166945607596	1523201	5863047	4231566	11617814	588	7.33029381965552	14.4984802431611	11.0891590678825	0.668693009118541	0.688956433637285	12.4569402228977	10.4457953394124	8.65754812563323	77.1631712259372	297.013525835866	214.365045592705	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	1998	Coastal	20.158	925557	45915	42624.14	141.5	288.7	226.3	12.1	11.2	237.8	215.5	179.9	32.6	-5.321246764	Rep	3192	1733	1221.34	4833.28	0	31	31	87.46	6.08	8.459	2580.2	2011.34705882353	261232	77.165125252649	179.746327352354	1488589	5934436	4377957	11800982	585	7.01954558984026	14.3218573271158	11.2263121341403	0.555610675662268	0.600257962099415	11.7968052386149	10.6905446968945	8.92449647782518	73.8460660779839	294.396071038794	217.182111320568	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	1999	Coastal	20.558	961513	46770	43908.46	145.6	287	214.2	11.7	11.4	225.5	219.8	178.4	31.46	-5.321246764	Rep	2832	1511	1121.18	5000.2	0	34	34	84.12	6.71	8.7824	2695.2	2123.92941176471	261232	78.6963312304771	181.395990598757	1530426	5842281	4138068	11510775	559	7.08240101177157	13.9605019943574	10.4193014884716	0.55452865064695	0.569121509874501	10.9689658527094	10.6917015273859	8.67788695398385	74.4443039206148	284.185280669326	201.287479326783	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2000	Coastal	20.944	995661	47539	45035.54	147.4	290.3	235.3	13	13.7	234	228.8	183.6	32.14	-5.321246764	Rep	3002	1812	1096.48	5322.76	0	36	36	86.06	8.74	10.5014	3559.5	2574.42156862745	261232	80.1739449990813	183.093000477138	1548184	5767121	4550106	11865411	566	7.03781512605042	13.8607715813598	11.2347211611918	0.654125286478228	0.62070282658518	11.1726508785332	10.9243697478992	8.76623376623377	73.9201680672269	275.359100458365	217.251050420168	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2001	Coastal	21.32	1020538	47867	45094.12	142.2	298.5	226.2	14	11.9	230.1	220.1	190.8	31.28	-21.9125403	Rep	2725	1908	1116.62	5075.8	0	32	32	90.08	8.86	10.9236	3477.4	2580.99607843137	261232	81.6132786182397	184.57483362918	1492977	5773604	4382935	11649516	546	6.66979362101313	14.0009380863039	10.609756097561	0.558161350844278	0.656660412757974	10.7926829268293	10.3236397748593	8.94934333958724	70.0270637898687	270.806941838649	205.578564727955	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2002	Coastal	21.69	1043567	48112	45644.56	147.9	300.2	230.1	13.9	14.3	225.7	226.9	197.4	31.3	-21.9125403	Rep	2689	2009	1208.78	5216.14	6	32	38	86.52	7.96	10.3344	3169.4	2444.79803921569	261232	83.0296441477307	186.046846831836	1550325	5924903	4444506	11919734	549	6.81881051175657	13.840479483633	10.6085753803596	0.65928999538958	0.640848317196865	10.4057169202397	10.4610419548179	9.10096818810512	71.4764868603043	273.162886122637	204.910373443983	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2003	Coastal	22.031	1050609	47687	46520.34	153.2	301.6	216.4	13.4	14.2	224.4	227	192.3	30.5	-21.9125403	Rep	2688	1897	1110	5364.18	3	32	35	83.46	9.76	11.523	3775.4	2731.26078431373	261232	84.3349972438292	187.341174859819	1603971	5978967	4177143	11760081	533	6.95383777404566	13.6898007353275	9.82252280876946	0.644546321093005	0.608233852299033	10.1856474967092	10.3036630202896	8.72860968635105	72.8051836049203	271.388815759611	189.602968544324	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2004	Coastal	22.394	1109477	49543	47938.68	155.4	305.3	210	12.2	11.9	226.9	226.1	193.6	29.9	-21.9125403	Rep	2669	1777	1040.6	5199.5	17	36	53	89.66	11.41	13.0056	4386.7	3150.56470588235	261232	85.7245666687083	188.603482018774	1626029	6161669	4039787	11827485	528	6.93935875680986	13.6331160132178	9.37751183352684	0.531392337233187	0.544788782709654	10.1321782620345	10.0964544074306	8.64517281414665	72.61002947218	275.148209341788	180.395954273466	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2005	Coastal	22.778	1141374	50108	49166.98	155.6	300.7	188.7	12	10.6	197.4	230.6	194.4	28.3	-23.02038379	Rep	2828	1711	1209.9	5189.64	3	20	23	88.58	14.72	15.5804	5183.2	3777.48235294118	261232	87.1945244074233	189.600863237592	1627863	5987815	3621139	11236817	493	6.8311528668013	13.2013346211256	8.2843094213715	0.465361313548161	0.526824128545087	8.66625691456669	10.1238036702081	8.53455088243042	71.466458863816	262.877118272017	158.975283167969	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2006	Coastal	23.36	1228547	52591	50147.58	153.6	309.7	185.1	10.5	9.7	197.8	228.4	202	27.8	-23.02038379	Rep	2998	1525	1169.02	4884.82	0	22	22	91.3	16.78	17.5066	5823	4183.70392156863	261232	89.4224291051632	190.617610992085	1610301	6086196	3544789	11241286	481	6.57534246575342	13.2577054794521	7.92380136986301	0.415239726027397	0.449486301369863	8.46746575342466	9.77739726027397	8.6472602739726	68.9341181506849	260.539212328767	151.746104452055	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2007	Coastal	23.832	1286193	53969	50533.24	153.6	303.4	189.2	12.5	10.2	189.3	231	203.3	27.1	-23.02038379	Rep	2593	1857	1228.26	5164.58	3	30	33	105.14	17.79	18.4852	5959.1	4448.66274509804	261232	91.2292521590004	191.656045482065	1609155	5917140	3626526	11152821	467	6.44511581067472	12.7307821416583	7.93890567304465	0.427995971802618	0.52450486740517	7.94310171198389	9.69284994964753	8.53054716347768	67.5207703927492	248.285498489426	152.170443101712	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2008	Coastal	24.309	1282089	52741	50263.36	153.3	280	190.4	12	10.8	177.1	228.8	194.9	25.7	-23.02038379	Rep	2712	1798	1077.4	5484.22	18	33	51	113	21.71	21.6806	6633.2	5054.39411764706	261232	93.0552152875605	192.886972390763	1605925	5245208	3653462	10504595	432	6.30630630630631	11.5183676827512	7.83249002427085	0.444279896334691	0.493644329260768	7.28536755934016	9.4121518779053	8.01760664774363	66.0629807890082	215.772265416101	150.292566539142	Rich	Low_hdays	High_cdays	High_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2009	Coastal	24.802	1277295	51499	48722.68	143	266.2	181.2	11.7	11.12	162.4	218	187.2	23.8	-11.8718735	Rep	2833	1851	1018.6	5450.84	9	36	45	121.62	15.75	17.508	4484.9	3821.13725490196	261232	94.9424266552337	194.082993440119	1497854	5058739	3481133	10037726	404	5.76566405935005	10.7330054027901	7.30586243044916	0.448350939440368	0.471736150310459	6.54785904362551	8.78961374082735	7.54777840496734	60.3924683493267	203.964962503024	140.356947020402	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2010	Coastal	25.242	1309962	51896	49301.36	149.8	273.7	192.1	13.7	12.2	183.2	222.1	184.4	24.4	-11.8718735	Rep	2877	2151	1275.38	5315.52	0	33	33	104.08	17.39	19.236	5394.3	4309.70588235294	261232	96.6267532308446	195.294706859939	1568060	5394188	3689581	10651829	421	5.93455352190793	10.8430393788131	7.61033198637192	0.483321448379685	0.542746216623088	7.25774502812772	8.79882735124	7.30528484272245	62.1210680611679	213.698914507567	146.168330560177	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2011	Coastal	25.646	1353600	52780	49775.06	161.9	275.2	197.9	12.1	12.6	185.9	239.6	184.8	24.8	-11.8718735	Rep	3367	1832	1249.74	5250.4	9	26	35	97.44	20.49	22.3382	6326.2	4975.67843137255	261232	98.173271268451	196.342957486881	1695239	5393262	3800578	10889079	424	6.31287530219138	10.7307182406613	7.71660297902207	0.491304686890743	0.471808469156983	7.24869375341184	9.34258753801762	7.20580207439757	66.1014973095219	210.296420494424	148.193792404274	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2012	Coastal	26.084	1421180	54484	50379.26	143.2	277.9	206	10.2	11.2	197.4	223.7	184.6	24	-11.8718735	Rep	3096	1416	1287.84	4644.16	14	27	41	95.16	19.16	22.6204	5846.5	4850.32941176471	261232	99.8499418141728	197.361199995736	1498818	5504726	3964124	10967668	420	5.48995552829321	10.6540407912897	7.89756172366202	0.429381996626284	0.39104431835608	7.56785769053826	8.57613862904462	7.07713540867965	57.4612022695906	211.038414353627	151.975310535194	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2013	Coastal	26.48	1484700	56068	50390.74	152.6	290.7	214.6	12.4	11.5	206.3	227.8	199.8	24.8	-16.01579443	Rep	2745	2017	1101.04	5465.1	12	28	40	97.32	18.99	22.1752	5983.3	4867.92941176471	261232	101.365835732223	198.298906636473	1597357	5828991	4131225	11557573	436	5.76283987915408	10.9780966767372	8.10422960725075	0.43429003021148	0.468277945619335	7.79078549848943	8.60271903323263	7.54531722054381	60.3231495468278	220.128058912387	156.013028700906	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2014	Coastal	26.963	1529617	56730	51197.88	151.4	300.1	210.5	14	12.2	208	226.3	201.5	24.6	-16.01579443	Rep	2682	2093	1065.9	5530.84	10	28	38	83.44	18.84	22.1126	5950.3	4916.12352941177	261232	103.21476695045	199.228308844972	1585961	5803534	4060590	11450085	424	5.61510217705745	11.1300671290287	7.80699477061158	0.452471905945184	0.51923005600267	7.71427511775396	8.39298297667174	7.47320402032415	58.8199013462894	215.240663130957	150.598598078849	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2015	Coastal	27.469	1605902	58462	51973.52	128.1	306.3	220.9	12.8	13.3	208.9	214.9	205.4	23.9	-16.01579443	Rep	2904	1863	1230.52	4984.78	0	24	24	80.78	13.69	17.9764	4342.9	3909.30784313726	261232	105.151742512403	200.03863987351	1340422	6022376	4263856	11626654	423	4.66343878554006	11.1507517565255	8.0417925661655	0.484182168990498	0.465979831810404	7.60493647384324	7.82336452000437	7.47752011358258	48.7976264152317	219.242637154611	155.224289198733	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2016	Coastal	27.914	1619954	58033	52066.38	126.4	315.6	214.8	10.8	12.6	213.2	208.8	211.5	23.5	-16.01579443	Rep	3059	1506	1306.5	4767.44	3	26	29	88.86	12.53	16.5642	3961.4	3538.97647058824	261232	106.855209162737	200.850580112926	1323111	6175136	4151065	11649312	417	4.52819373790929	11.3061546177545	7.69506340904206	0.451386401089059	0.386902629504908	7.63774450096726	7.48011750376155	7.57684316113778	47.3995486135989	221.220032958372	148.709070717203	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2017	Coastal	28.291	1664219	58825	52622.04	138.8	320.1	206.2	9.9	12.3	216.8	212.4	213.7	23.5	-9.426451156	Rep	2943	1342	1163.24	4809.84	0	27	27	85.98	14.07	17.916	4446.8	3850.19411764706	261232	108.29837079684	201.603926895139	1451978	6286229	3987778	11725985	414	4.90615390053374	11.31455233113	7.28853699056237	0.434767240465166	0.34993460817928	7.66321444982503	7.50768795730091	7.55363896645576	51.3229649004984	222.19889717578	140.955710296561	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2018	Coastal	28.625	1729287	60411	53597.7	113.8	333.1	238	13.4	14.9	233.3	202.2	221	23.9	-9.426451156	Rep	3015	1986	1338.6	5272.34	11	28	39	89.9	15.29	19.3318	5195.5	4291.2137254902	261232	109.576927788326	202.279628777154	1189311	6720839	4596600	12506750	436	3.97554585152838	11.6366812227074	8.31441048034934	0.520524017467249	0.468122270742358	8.15021834061135	7.06375545851528	7.72052401746725	41.5479825327511	234.789135371179	160.579912663755	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2019	Coastal	28.987	1785318	61590	54325.96	94.9	340.1	248.4	13.7	14.2	236.7	190.8	227.9	23.6	-9.426451156	Rep	2931	1884	1250.52	5348.12	4	37	41	103.16	14.08	18.6638	4755.7	4110.93529411765	261232	110.962669198261	202.756197312216	992721	6850186	4795216	12638123	435	3.27388139510815	11.7328457584434	8.56935867802808	0.48987477144927	0.472625659778521	8.16572946493256	6.5822610135578	7.86214509952737	34.2471107737951	236.319246558802	165.426432538724	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2020	Coastal	29.218	1734321	59357	51890.3	83.6	296.7	244.4	12.1	13.1	229.4	176.9	193.3	21.4	-9.426451156	Rep	2961	1554	1248.86	4890.32	4	41	45	98.78	11.94	17.0628	3707.1	3386.77647058824	261232	111.846940650456	206.454118937395	872845	6187966	4718367	11779178	403	2.86124991443631	10.1546991580533	8.36470668765829	0.448353754534876	0.414128277089465	7.85132452597714	6.05448696009309	6.61578479019782	29.8735368608392	211.786090765966	161.488363337669	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
TX	Texas	2021	Coastal	29.559	1815064	61404	54651.36	92.8	325.4	245.3	12.2	14.2	241.6	180.3	215.2	22.4	-5.6	Rep	2814	1648	1255.84	4869.6	13	40	53	112.52	16.53	20.574	5469.2	4351.23529411765	261232	113.152293746555	206.761006367797	968401	6802215	4736878	12507494	423	3.13948374437566	11.0084914915931	8.29865692344125	0.480395141919551	0.412733854325248	8.17348354139179	6.09966507662641	7.28035454514699	32.7616292838053	230.123312696641	160.251632328563	Rich	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
UT	Utah	1997	NonCoastal	2.12	80659	38046	41476.18	35.5	16.6	9	3.4	2.2	10	31.4	14.1	28.8	-24.03897564	Rep	421	7284	990.12	5472.02	0	23	23	88.7	7.66	9.0624	1725.5	2183.80196078431	82170	25.8001703784836	178.166945607596	375105	245399	172248	792752	373	16.7452830188679	7.83018867924528	4.24528301886792	1.0377358490566	1.60377358490566	4.71698113207547	14.811320754717	6.65094339622641	176.936320754717	115.754245283019	81.2490566037736	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	1998	NonCoastal	2.166	85725	39577	42624.14	37.6	16.7	9.3	3.2	2.2	11.4	32.4	14.3	29.3	-24.03897564	Rep	470	7251	1221.34	4833.28	7	15	22	87.46	6.99	8.459	1616.7	2011.34705882353	82170	26.35998539613	179.746327352354	396129	250190	177960	824279	380	17.3591874422899	7.71006463527239	4.29362880886427	1.01569713758079	1.47737765466297	5.26315789473684	14.9584487534626	6.60203139427516	182.885041551247	115.50784856879	82.1606648199446	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	1999	NonCoastal	2.203	89282	40527	43908.46	36.5	17.1	8.8	3.2	2.2	9.1	33.1	14.8	28.35	-24.03897564	Rep	416	6891	1121.18	5000.2	0	13	13	84.12	7.51	8.7824	1655.5	2123.92941176471	82170	26.8102713885846	181.395990598757	384060	256387	169255	809702	367	16.5683159328189	7.76214253290967	3.99455288243305	0.998638220608262	1.45256468452111	4.1307308216069	15.0249659555152	6.71811166591012	174.334997730368	116.380844303223	76.8293236495688	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2000	NonCoastal	2.245	92498	41201	45035.54	38.3	18.1	9	3.3	2.1	10.5	33.7	15.8	29.13	-24.03897564	Rep	616	6796	1096.48	5322.76	0	8	8	86.06	8.72	10.5014	2008.9	2574.42156862745	82170	27.3214068394791	183.093000477138	403068	267708	173439	844215	376	17.0601336302895	8.06236080178174	4.00890868596882	0.935412026726058	1.46993318485523	4.67706013363029	15.011135857461	7.03786191536748	179.540311804009	119.246325167038	77.2556792873051	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2001	NonCoastal	2.284	93557	40961	45094.12	36.6	17.9	8.7	3.3	2.3	9.4	33.2	15.1	27.67	-43.45101086	Rep	633	6827	1116.62	5075.8	0	24	24	90.08	9.27	10.9236	1989.1	2580.99607843137	82170	27.7960326153097	184.57483362918	384453	260345	167582	812380	355	16.0245183887916	7.83712784588441	3.80910683012259	1.00700525394046	1.44483362521891	4.11558669001751	14.5359019264448	6.61120840630473	168.324430823117	113.98642732049	73.3721541155867	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2002	NonCoastal	2.325	95383	41024	45644.56	35.4	18.2	9	3.5	2.6	6.3	34.5	15.6	26.9	-43.45101086	Rep	595	7366	1208.78	5216.14	4	27	31	86.52	9.18	10.3344	1820.2	2444.79803921569	82170	28.2949981745162	186.046846831836	370551	258213	172366	801130	344	15.2258064516129	7.82795698924731	3.87096774193548	1.11827956989247	1.50537634408602	2.70967741935484	14.8387096774194	6.70967741935484	159.376774193548	111.05935483871	74.1359139784946	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2003	NonCoastal	2.36	97017	41108	46520.34	36.2	18.8	8.6	3.2	2.2	6.5	35.6	16	26.9	-43.45101086	Rep	668	6648	1110	5364.18	3	23	26	83.46	10.19	11.523	2026.5	2731.26078431373	82170	28.720944383595	187.341174859819	379185	276298	163527	819010	347	15.3389830508475	7.96610169491526	3.64406779661017	0.932203389830509	1.35593220338983	2.75423728813559	15.0847457627119	6.77966101694915	160.671610169492	117.075423728814	69.2911016949153	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2004	NonCoastal	2.402	102847	42817	47938.68	38.2	19.2	8.6	3.6	2.5	7.8	35.6	16.6	27.5	-43.45101086	Rep	419	7125	1040.6	5199.5	0	18	18	89.66	11.39	13.0056	2353.9	3150.56470588235	82170	29.2320798344895	188.603482018774	399704	277475	164154	841333	350	15.9034138218152	7.99333888426311	3.58034970857619	1.04079933388843	1.49875104079933	3.24729392173189	14.8209825145712	6.91090757701915	166.404662781016	115.518318068276	68.3405495420483	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2005	NonCoastal	2.458	110046	44770	49166.98	38.7	19.9	8.9	3.4	2.3	8.9	36.2	16.7	27.5	-46.69287832	Rep	454	6957	1209.9	5189.64	8	19	27	88.58	13.73	15.5804	2840.1	3777.48235294118	82170	29.9135937690155	189.600863237592	405546	287599	168770	861915	350	15.7445077298617	8.0960130187144	3.62082994304312	0.935720097640358	1.38323840520749	3.62082994304312	14.7274206672091	6.79414157851912	164.990235964199	117.005288852726	68.6615134255492	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2006	NonCoastal	2.526	118482	46904	50147.58	36.5	21.8	10.4	3.5	2.3	7.9	36.6	18.5	27.2	-46.69287832	Rep	560	7049	1169.02	4884.82	14	19	33	91.3	15.88	17.5066	3284.4	4183.70392156863	82170	30.741146403797	190.617610992085	382757	310505	197894	891156	352	14.4497228820269	8.63024544734759	4.11718131433096	0.910530482977039	1.38558986539984	3.12747426761679	14.4893111638955	7.32383214568488	151.526920031671	122.923594615994	78.3428345209818	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2007	NonCoastal	2.598	123835	47665	50533.24	37.3	21.2	12.1	3.5	2.3	8.1	38.5	18.3	27.2	-46.69287832	Rep	674	6861	1228.26	5164.58	10	22	32	105.14	16.51	18.4852	3346.7	4448.66274509804	82170	31.6173786053304	191.656045482065	391386	299418	231125	921929	354	14.3571978444958	8.16012317167052	4.65742879137798	0.885296381832179	1.34719014626636	3.11778290993072	14.8190916089299	7.04387990762125	150.64896073903	115.249422632794	88.9626635873749	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2008	NonCoastal	2.663	124226	46648	50263.36	37.8	19.5	12.5	3.9	2.4	7.7	39	16.8	26.2	-46.69287832	Rep	507	7507	1077.4	5484.22	18	26	44	113	18.7	21.6806	3658	5054.39411764706	82170	32.4084215650481	192.886972390763	395878	279173	237414	912465	342	14.1945174615096	7.32256853173113	4.69395418700713	0.90123920390537	1.46451370634623	2.8914757791964	14.6451370634623	6.30867442733759	148.658655651521	104.834021779947	89.1528351483289	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2009	NonCoastal	2.723	121431	44594	48722.68	34.8	18.5	11.7	3.8	2.37	6.7	36.1	16.2	23.9	-29.05272275	Rep	443	7311	1018.6	5450.84	23	21	44	121.62	15.03	17.508	2726.3	3821.13725490196	82170	33.1386150663259	194.082993440119	364994	264282	223646	852922	313	12.7800220345207	6.79397723099523	4.29673154608887	0.870363569592361	1.39551964744767	2.46052148365773	13.2574366507528	5.9493206022769	134.041131105398	97.0554535438854	82.132207124495	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2010	NonCoastal	2.775	123902	44649	49301.36	34	18	12	3.8	2.4	7	35.1	15.7	23.1	-29.05272275	Rep	448	7222	1275.38	5315.52	0	37	37	104.08	17.03	19.236	3028.7	4309.70588235294	82170	33.7714494341	195.294706859939	356148	258718	229078	843944	304	12.2522522522523	6.48648648648649	4.32432432432432	0.864864864864865	1.36936936936937	2.52252252252252	12.6486486486486	5.65765765765766	128.341621621622	93.2317117117117	82.5506306306306	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2011	NonCoastal	2.815	127993	45468	49775.06	33.1	19.3	12.1	4	2.6	7.1	34	16.7	22.9	-29.05272275	Rep	470	7555	1249.74	5250.4	18	15	33	97.44	20.29	22.3382	3746.4	4975.67843137255	82170	34.2582451016186	196.342957486881	346181	276715	230672	853568	303	11.7584369449378	6.85612788632327	4.29840142095915	0.923623445825933	1.42095914742451	2.52220248667851	12.0781527531083	5.93250444049734	122.977264653641	98.3001776198934	81.9438721136767	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2012	NonCoastal	2.854	129513	45379	50379.26	30.8	18.7	12.2	3.4	2.3	7.7	32.1	16.1	21.6	-29.05272275	Rep	626	6429	1287.84	4644.16	7	11	18	95.16	21.15	22.6204	3718.8	4850.32941176471	82170	34.7328708774492	197.361199995736	322055	269396	232630	824081	288	10.791871058164	6.55220742817099	4.27470217238963	0.805886475122635	1.19131044148563	2.697967764541	11.2473721093203	5.64120532585844	112.843377715487	94.3924316748423	81.510161177295	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2013	NonCoastal	2.899	133113	45916	50390.74	33.9	19	13.5	4.1	2.7	8.1	35.3	16.4	22.9	-49.25237779	Rep	591	7530	1101.04	5465.1	8	9	17	97.32	20.66	22.1752	3772.8	4867.92941176471	82170	35.2805160034076	198.298906636473	355230	271571	258661	885462	305	11.6936874784408	6.55398413245947	4.6567781993791	0.931355639875819	1.4142807864781	2.79406691962746	12.1766126250431	5.65712314591238	122.535357019662	93.6774749913763	89.2242152466368	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2014	NonCoastal	2.938	136994	46628	51197.88	32.8	19.3	13.2	3.6	2.5	8	34.7	16.5	22.2	-49.25237779	Rep	491	6558	1065.9	5530.84	20	7	27	83.44	21.01	22.1126	3694.7	4916.12352941177	82170	35.7551417792382	199.228308844972	344054	274435	251649	870138	296	11.1640571817563	6.56909462219197	4.4928522804629	0.850918992511913	1.22532334921715	2.72294077603812	11.8107556160654	5.61606535057862	117.104833219877	93.4087814840027	85.6531654186522	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2015	NonCoastal	2.984	141721	47493	51973.52	31.5	19.4	12.7	3.3	2.4	7.7	33.2	16.9	21.3	-49.25237779	Rep	542	6332	1230.52	4984.78	2	1	3	80.78	17.22	17.9764	2981	3909.30784313726	82170	36.3149567968845	200.03863987351	330043	276308	242848	849199	284	10.5563002680965	6.50134048257373	4.25603217158177	0.804289544235925	1.1058981233244	2.58042895442359	11.1260053619303	5.66353887399464	110.604222520107	92.5965147453083	81.3833780160858	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2016	NonCoastal	3.044	147962	48607	52066.38	25.7	20	13.1	3.6	2.6	7.5	27.7	17.3	19.3	-49.25237779	Rep	580	6594	1306.5	4767.44	9	1	10	88.86	15.76	16.5642	2758.2	3538.97647058824	82170	37.0451502981623	200.850580112926	269016	285349	250199	804564	264	8.44283837056505	6.57030223390276	4.30354796320631	0.854139290407359	1.1826544021025	2.46386333771353	9.09986859395532	5.68331143232589	88.3758212877792	93.7414586070959	82.1941524310118	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2017	NonCoastal	3.104	154367	49731	52622.04	26.3	20.7	12.1	3.8	2.7	7.4	27.5	17.6	19	-24.76731642	Rep	608	6683	1163.24	4809.84	0	1	1	85.98	16.92	17.916	2984.4	3850.19411764706	82170	37.7753437994402	201.603926895139	274816	294385	231151	800352	257	8.4729381443299	6.66881443298969	3.89819587628866	0.869845360824742	1.22422680412371	2.3840206185567	8.85953608247423	5.67010309278351	88.5360824742268	94.8405283505155	74.46875	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2018	NonCoastal	3.155	163327	51767	53597.7	26.1	21.8	13.3	3.9	2.8	7.1	28.7	18.8	19.4	-24.76731642	Rep	675	6770	1338.6	5272.34	7	6	13	89.9	18.46	19.3318	3307.9	4291.2137254902	82170	38.3960082755263	202.279628777154	273117	310060	253819	836996	265	8.27258320126783	6.90966719492869	4.21553090332805	0.887480190174326	1.23613312202853	2.25039619651347	9.09667194928685	5.95879556259905	86.5664025356577	98.2757527733756	80.4497622820919	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
UT	Utah	2019	NonCoastal	3.203	171135	53429	54325.96	25.5	21.5	14.5	4.4	3.1	7.1	28.4	18.5	19.2	-24.76731642	Rep	495	7487	1250.52	5348.12	7	24	31	103.16	17.46	18.6638	3133.5	4110.93529411765	82170	38.9801630765486	202.756197312216	266989	305584	276460	849033	265	7.96128629409928	6.71245707149547	4.52700593193881	0.967842647517952	1.37371214486419	2.21667187012176	8.86668748048704	5.77583515454262	83.3559163284421	95.4055572900406	86.3128317202623	Poor	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
